id,chunk_id,label,statement,context,label_reason,subject_tags,chapter,chapter_title
100110,101,pants-fire,Models trained with no logs or versioning are reproducible and transparent in production.,"model card, versioning, README.md on Hugging Face Hub",Contradicts described built-in versioning and logging; claims reproducibility without logs or versioning.,"mlops,scaling,deployment",10,AI At Scale
100111,101,half-true,Hugging Face model cards automatically capture every run's complete change log and bill of materials.,model card on Hugging Face Hub; versioning and README.md,"Correctly notes model cards and logs exist, but overstates automation and completeness of run-by-run BOM.","mlops,scaling,deployment",10,AI At Scale
100112,101,FALSE,Model versioning and visibility are absent from the described workflow.,model versioning and README.md model card on Hugging Face,"Passage explicitly states versioning and visibility are built in and model card added, contradicting absence claim.","mlops,scaling,deployment",10,AI At Scale
100113,108,barely-true,Gradients indicate how much each neural network weight contributed to the loss.,gradients and loss signal in deep learning,Accurately links gradients to parameter contribution but overstates determinism about exact magnitude and causality.,"deep-learning,frameworks,tensors",5,Deep Learning
100114,108,TRUE,Gradients indicate how much each network parameter contributed to the error.,gradients used to update model weights in deep learning,Directly supported: passage explains gradients show each parameter's contribution to the error for improvement.,"deep-learning,frameworks,tensors",5,Deep Learning
100115,108,half-true,Gradients tell exactly how much each neural network weight should be changed to fix error.,"gradients for model parameters (weights, biases) in deep learning","Correct that gradients indicate contribution and direction, but they don't give exact required magnitude due to learning rates, optimization dynamics, and nonlinearity.","deep-learning,frameworks,tensors",5,Deep Learning
100116,24,FALSE,Data preparation is optional because shortcuts reliably fix dataset problems before analysis.,data preparation and cleaning for datasets,Contradicts passage warning that shortcuts hide problems and early fixing is critical.,"ai,tool-chain,notebooks",2,AI Survival Kit
100117,24,half-true,Data preparation always prevents downstream model errors if done superficially.,"data preparation, dataset cleaning and formatting",Mixes a correct emphasis on data prep importance with incorrect claim that superficial fixes always prevent errors; shortcuts can hide problems.,"ai,tool-chain,notebooks",2,AI Survival Kit
100118,24,TRUE,"Data preparation involves cleaning datasets, converting formats, and addressing missing values and duplicates.",data preparation for datasets and features,"Describes cleaning, format conversion, missing values, duplicates, and feature adjustments as core tasks.","ai,tool-chain,notebooks",2,AI Survival Kit
100119,1,barely-true,AI systems often amplify societal biases and enable mass surveillance when deployed without safeguards.,ethical risks: biased algorithms and facial recognition surveillance,Overreach beyond passage specifics: passage cites risks and skepticism but lacks prevalence or inevitability claims.,"ethics,governance,privacy",11,AI Ethics and Governance
100120,1,mostly-true,"AI systems require ethics, transparency, and accountability to prevent harms like bias and surveillance.",ethical safeguards for models and facial recognition,"Broadly supported: passage emphasizes ethics, transparency, accountability and cites bias, facial recognition, surveillance as harms.","ethics,governance,privacy",11,AI Ethics and Governance
100121,1,half-true,AI systems often amplify societal biases unless designers ensure accountability mechanisms.,"ethical safeguards, transparency, accountability, biased algorithms",Mixes correct risk of bias amplification with overstated certainty about prevalence and causal role of accountability mechanisms.,"ethics,governance,privacy",11,AI Ethics and Governance
100122,146,half-true,AI chatbots with system access require both traditional IT safeguards and new generative-specific defenses.,deploying support chatbot with privileged API access,Combines correct advice about input sanitization and access control with vague claim about 'new generative-specific defenses' lacking concrete examples.,"security,red-team,guardrails",8,Breaking-Securing AI
100123,146,barely-true,AI chatbots require only the same traditional IT security measures as other APIs.,securing generative AI chatbots with access control and audit logs,Overreaches by implying no new risks; passage emphasizes generative AI breaks the mold.,"security,red-team,guardrails",8,Breaking-Securing AI
100124,146,mostly-true,AI systems require traditional IT security controls alongside new generative-specific safeguards.,securing generative AI models and privileged API access,"Passage endorses using existing controls like input sanitization and access control, while noting generative AI demands additional, model-specific safeguards.","security,red-team,guardrails",8,Breaking-Securing AI
100125,75,TRUE,Reducing 160 features to 60 components retained about 73% of the dataset's variance.,PCA dimensionality reduction on feature dataset,Directly supported by reported cumulative variance values showing 73% at 60 components.,"machine-learning,classification,evaluation",4,Classical Machine Learning
100126,75,FALSE,Retaining 60 principal components preserves over 90% of dataset variance in the example.,PCA variance explained for dimensionality reduction,"Contradicts reported numbers: 60 components retained about 73% variance, not over 90%.","machine-learning,classification,evaluation",4,Classical Machine Learning
100127,75,mostly-true,Using PCA to reduce 160 features to 60 preserves most signal while keeping data manageable.,PCA dimensionality reduction retaining ~73% cumulative variance at 60 components,"Empirical run shows 73% variance at 60 components, a substantial reduction with minor information loss.","machine-learning,classification,evaluation",4,Classical Machine Learning
100128,59,pants-fire,Z-score normalization makes Spider-Man weigh negative kilograms after scaling.,feature scaling example with z-score and hero dataset,"Claim contradicts numeric example: z-score maps to standard deviations, not negative physical kilograms; implausible conversion.","data-prep,feature-engineering,rag",3,Prepping Data for AI
